   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
126             ,  275 52 14 ,   46 12 22,      4.527,      0.000,      0.000,       -3.251,        0.334,      3.133
127             ,  267 08 43 ,   37 45 45,      5.310,      0.000,      0.000,       -3.248,       -0.162,      4.198
128             ,  276 14 51 ,   33 02 33,      5.987,      0.000,      0.000,       -3.245,        0.355,      5.019
129             ,  267 10 17 ,   28 44 48,      6.747,      0.000,      0.000,       -3.241,       -0.160,      5.915
130             ,  276 06 16 ,   25 37 55,      7.545,      0.000,      0.000,       -3.245,        0.347,      6.802
131             ,  267 37 11 ,   22 47 09,      8.362,      0.000,      0.000,       -3.236,       -0.134,      7.709
132             ,  249 11 02 ,   24 22 28,      8.396,      0.000,      0.000,       -3.239,       -1.231,      7.648
133             ,  241 51 59 ,   29 31 51,      7.491,      0.000,      0.000,       -3.256,       -1.741,      6.518
134             ,  248 55 55 ,   32 36 25,      6.455,      0.000,      0.000,       -3.246,       -1.250,      5.438
135             ,  241 30 39 ,   39 28 32,      5.843,      0.000,      0.000,       -3.265,       -1.772,      4.510
136             ,  248 56 37 ,   44 37 55,      4.964,      0.000,      0.000,       -3.254,       -1.253,      3.532
137             ,  241 20 57 ,   51 28 07,      4.767,      0.000,      0.000,       -3.273,       -1.788,      2.970
138             ,  248 48 03 ,   60 52 19,      4.008,      0.000,      0.000,       -3.264,       -1.266,      1.951
139             ,  241 09 55 ,   71 33 35,      3.952,      0.000,      0.000,       -3.285,       -1.808,      1.250
140             ,  248 51 15 ,   86 11 58,      3.519,      0.000,      0.000,       -3.275,       -1.267,      0.233
141             ,  241 14 26 ,   98 42 55,      3.803,      0.000,      0.000,       -3.295,       -1.809,     -0.576
142             ,  249 19 26 ,  108 44 46,      3.707,      0.000,      0.000,       -3.284,       -1.239,     -1.191
143             ,  241 13 25 ,  108 17 13,      3.964,      0.000,      0.000,       -3.299,       -1.812,     -1.244
144             ,  229 30 53 ,  105 23 15,      4.521,      0.000,      0.000,       -3.315,       -2.830,     -1.200
145             ,  224 20 17 ,  104 12 14,      4.896,      0.000,      0.000,       -3.318,       -3.395,     -1.201
146             ,  228 58 49 ,   93 40 22,      4.396,      0.000,      0.000,       -3.310,       -2.879,     -0.282
147             ,  224 10 16 ,   84 11 43,      4.771,      0.000,      0.000,       -3.307,       -3.404,      0.483
148             ,  229 00 50 ,   71 40 39,      4.600,      0.000,      0.000,       -3.296,       -2.864,      1.446
149             ,  224 22 54 ,   62 21 42,      5.320,      0.000,      0.000,       -3.296,       -3.368,      2.468
150             ,  228 16 15 ,   51 25 23,      5.641,      0.000,      0.000,       -3.291,       -2.935,      3.518
151             ,  224 40 23 ,   45 22 06,      6.567,      0.000,      0.000,       -3.286,       -3.323,      4.614
152             ,  229 18 37 ,   37 48 44,      7.057,      0.000,      0.000,       -3.280,       -2.821,      5.575
153             ,  224 41 37 ,   35 23 30,      8.043,      0.000,      0.000,       -3.276,       -3.311,      6.557
154             ,  228 45 42 ,   29 32 43,      8.799,      0.000,      0.000,       -3.263,       -2.860,      7.655
155             ,  223 53 56 ,   31 01 32,      9.145,      0.000,      0.000,       -3.268,       -3.396,      7.837
156             ,  304 52 45 ,   32 10 24,      9.046,      0.000,      0.000,       -3.952,        2.755,      7.657
157             ,  302 31 48 ,   32 10 26,      8.818,      0.000,      0.000,       -3.959,        2.525,      7.464
158             ,  304 58 04 ,   40 04 37,      7.504,      0.000,      0.000,       -3.959,        2.769,      5.742
159             ,  302 21 27 ,   46 49 54,      6.438,      0.000,      0.000,       -3.966,        2.513,      4.404
160             ,  304 35 22 ,   54 15 13,      5.948,      0.000,      0.000,       -3.974,        2.740,      3.475
161             ,  302 20 38 ,   60 13 02,      5.416,      0.000,      0.000,       -3.971,        2.515,      2.690
162             ,  304 40 45 ,   67 11 07,      5.244,      0.000,      0.000,       -3.975,        2.750,      2.033
163             ,  302 23 08 ,   77 32 39,      4.825,      0.000,      0.000,       -3.978,        2.523,      1.041
164             ,  304 25 23 ,   85 21 43,      4.841,      0.000,      0.000,       -3.981,        2.728,      0.391
165             ,  302 05 03 ,   94 00 46,      4.710,      0.000,      0.000,       -3.981,        2.496,     -0.330
166             ,  304 13 58 ,  100 22 18,      4.899,      0.000,      0.000,       -3.984,        2.711,     -0.882
167             ,  302 04 23 ,  105 21 31,      4.878,      0.000,      0.000,       -3.986,        2.498,     -1.292
168             ,  285 34 29 ,  107 13 48,      4.355,      0.000,      0.000,       -4.007,        1.117,     -1.290
169             ,  278 58 05 ,  100 00 15,      4.131,      0.000,      0.000,       -4.019,        0.634,     -0.718
170             ,  285 10 20 ,   88 11 07,      4.150,      0.000,      0.000,       -4.003,        1.086,      0.131
171             ,  279 07 33 ,   75 19 33,      4.196,      0.000,      0.000,       -4.008,        0.644,      1.063
172             ,  286 13 29 ,   63 37 51,      4.642,      0.000,      0.000,       -3.994,        1.162,      2.062
173             ,  279 33 45 ,   53 37 31,      5.030,      0.000,      0.000,       -3.994,        0.673,      2.983
174             ,  285 59 23 ,   45 52 58,      5.777,      0.000,      0.000,       -3.987,        1.143,      4.022
175             ,  279 36 59 ,   39 03 22,      6.428,      0.000,      0.000,       -3.993,        0.677,      4.992
176             ,  285 50 36 ,   34 40 06,      7.283,      0.000,      0.000,       -3.985,        1.131,      5.990
177             ,  279 44 00 ,   30 26 49,      7.980,      0.000,      0.000,       -3.986,        0.684,      6.879
178             ,  284 59 06 ,   28 01 57,      8.770,      0.000,      0.000,       -3.981,        1.066,      7.741
179             ,  256 53 34 ,   28 02 05,      8.728,      0.000,      0.000,       -3.995,       -0.930,      7.703
180             ,  263 29 36 ,   29 44 32,      8.111,      0.000,      0.000,       -3.998,       -0.456,      7.043
181             ,  256 30 16 ,   35 06 11,      7.150,      0.000,      0.000,       -3.998,       -0.960,      5.850
182             ,  263 17 42 ,   39 10 33,      6.380,      0.000,      0.000,       -4.003,       -0.471,      4.946
183             ,  256 25 06 ,   45 44 27,      5.754,      0.000,      0.000,       -4.006,       -0.968,      4.016
184             ,  263 02 32 ,   53 19 09,      5.035,      0.000,      0.000,       -4.008,       -0.489,      3.008
185             ,  256 18 02 ,   63 26 48,      4.622,      0.000,      0.000,       -4.017,       -0.979,      2.066
186             ,  263 01 01 ,   74 08 37,      4.209,      0.000,      0.000,       -4.019,       -0.492,      1.150
187             ,  256 30 22 ,   85 05 31,      4.164,      0.000,      0.000,       -4.034,       -0.968,      0.356
188             ,  263 32 33 ,   97 34 18,      4.094,      0.000,      0.000,       -4.033,       -0.456,     -0.540
189             ,  256 57 50 ,  107 02 37,      4.343,      0.000,      0.000,       -4.046,       -0.937,     -1.273
190             ,  239 53 47 ,  106 00 57,          0,      0.000,      0.000,            0,            0,          0
191             ,  239 46 48 ,  106 00 49,      4.900,      0.000,      0.000,       -4.070,       -2.371,     -1.352
192             ,  237 54 44 ,   99 37 30,      4.872,      0.000,      0.000,       -4.070,       -2.552,     -0.815
193             ,  239 52 37 ,   90 23 48,      4.697,      0.000,      0.000,       -4.062,       -2.357,     -0.033
194             ,  237 32 54 ,   79 13 18,      4.897,      0.000,      0.000,       -4.060,       -2.582,      0.916
195             ,  239 58 08 ,   69 31 36,      4.998,      0.000,      0.000,       -4.054,       -2.343,      1.748
196             ,  237 59 07 ,   60 03 56,      5.520,      0.000,      0.000,       -4.056,       -2.536,      2.754
197             ,  239 55 21 ,   52 53 16,      5.860,      0.000,      0.000,       -4.044,       -2.342,      3.536
198             ,  237 22 30 ,   46 37 23,      6.614,      0.000,      0.000,       -4.049,       -2.592,      4.542
199             ,  240 12 12 ,   41 25 34,      7.038,      0.000,      0.000,       -4.041,       -2.314,      5.277
200             ,  238 07 54 ,   36 28 41,      7.997,      0.000,      0.000,       -4.038,       -2.510,      6.430
201             ,  239 39 28 ,   30 52 04,      9.084,      0.000,      0.000,       -4.022,       -2.354,      7.797
202             ,  209 57 31 ,  104 33 35,      5.404,      0.000,      0.000,       -2.612,       -4.531,     -1.358
203             ,  207 28 51 ,  103 11 08,      5.250,      0.000,      0.000,       -2.359,       -4.534,     -1.197
204             ,  212 35 46 ,   94 22 26,      5.379,      0.000,      0.000,       -2.889,       -4.519,     -0.410
205             ,  208 09 59 ,   84 18 25,      5.150,      0.000,      0.000,       -2.419,       -4.518,      0.511
206             ,  212 54 40 ,   76 40 40,      5.518,      0.000,      0.000,       -2.917,       -4.507,      1.271
207             ,  208 06 39 ,   67 19 44,      5.539,      0.000,      0.000,       -2.408,       -4.508,      2.135
208             ,  212 54 03 ,   60 36 14,      6.148,      0.000,      0.000,       -2.910,       -4.497,      3.018
209             ,  208 09 38 ,   52 50 02,      6.394,      0.000,      0.000,       -2.405,       -4.492,      3.863
210             ,  212 48 30 ,   48 04 43,      7.171,      0.000,      0.000,       -2.891,       -4.485,      4.791
211             ,  208 17 28 ,   41 39 22,      7.648,      0.000,      0.000,       -2.409,       -4.476,      5.714
212             ,  212 52 23 ,   38 14 54,      8.607,      0.000,      0.000,       -2.892,       -4.475,      6.759
213             ,  208 29 06 ,   33 09 33,      9.282,      0.000,      0.000,       -2.421,       -4.463,      7.771
214             ,  196 44 30 ,   31 21 18,      8.971,      0.000,      0.000,       -1.345,       -4.470,      7.661
215             ,  191 09 39 ,   32 23 32,      8.521,      0.000,      0.000,       -0.884,       -4.479,      7.195
216             ,  196 26 55 ,   35 51 56,      7.974,      0.000,      0.000,       -1.323,       -4.481,      6.462
217             ,  190 55 01 ,   43 08 46,      6.699,      0.000,      0.000,       -0.868,       -4.498,      4.888
218             ,  195 18 50 ,   48 01 37,      6.279,      0.000,      0.000,       -1.233,       -4.502,      4.199
219             ,  190 20 27 ,   53 51 48,      5.682,      0.000,      0.000,       -0.824,       -4.515,      3.351
220             ,  195 29 44 ,   61 29 47,      5.333,      0.000,      0.000,       -1.252,       -4.516,      2.545
221             ,  190 18 28 ,   66 08 12,      5.033,      0.000,      0.000,       -0.824,       -4.529,      2.036
222             ,  196 08 06 ,   75 45 14,      4.856,      0.000,      0.000,       -1.308,       -4.522,      1.195
223             ,  191 34 56 ,   84 40 55,      4.650,      0.000,      0.000,       -0.930,       -4.535,      0.431
224             ,  195 46 38 ,   95 58 21,      4.743,      0.000,      0.000,       -1.283,       -4.540,     -0.494
225             ,  192 00 17 ,  105 42 02,      4.833,      0.000,      0.000,       -0.968,       -4.551,     -1.308
226             ,  176 33 51 ,  105 17 11,      4.751,      0.000,      0.000,        0.275,       -4.574,     -1.252
227             ,  169 54 40 ,   93 41 34,      4.651,      0.000,      0.000,        0.813,       -4.569,     -0.300
228             ,  177 06 52 ,   84 08 09,      4.593,      0.000,      0.000,        0.230,       -4.563,      0.469
229             ,  170 02 14 ,   73 33 53,      4.825,      0.000,      0.000,        0.801,       -4.558,      1.365
230             ,  176 55 38 ,   65 00 41,      5.034,      0.000,      0.000,        0.245,       -4.556,      2.126
231             ,  170 31 16 ,   59 28 32,      5.356,      0.000,      0.000,        0.760,       -4.550,      2.720
232             ,  176 45 21 ,   52 06 41,      5.773,      0.000,      0.000,        0.258,       -4.549,      3.546
233             ,  170 14 44 ,   46 21 06,      6.361,      0.000,      0.000,        0.780,       -4.536,      4.390
234             ,  176 29 58 ,   39 23 42,      7.144,      0.000,      0.000,        0.277,       -4.526,      5.521
235             ,  170 13 29 ,   36 10 49,      7.774,      0.000,      0.000,        0.779,       -4.523,      6.275
236             ,  177 06 26 ,   32 58 51,      8.302,      0.000,      0.000,        0.228,       -4.513,      6.964
237             ,  170 43 05 ,   30 36 42,      8.980,      0.000,      0.000,        0.738,       -4.513,      7.728
238             ,  158 09 00 ,   34 07 40,      8.750,      0.000,      0.000,        1.827,       -4.556,      7.243
239             ,  152 56 39 ,   40 07 55,      7.986,      0.000,      0.000,        2.341,       -4.584,      6.106
240             ,  158 01 38 ,   46 25 23,      6.794,      0.000,      0.000,        1.842,       -4.565,      4.684
241             ,  153 52 09 ,   53 50 31,      6.307,      0.000,      0.000,        2.243,       -4.572,      3.721
242             ,  156 46 38 ,   59 32 38,      5.777,      0.000,      0.000,        1.963,       -4.576,      2.928
243             ,  153 22 11 ,   70 32 05,      5.446,      0.000,      0.000,        2.301,       -4.590,      1.815
244             ,  158 25 43 ,   78 10 09,      5.027,      0.000,      0.000,        1.809,       -4.576,      1.031
245             ,  153 38 35 ,   85 40 00,      5.140,      0.000,      0.000,        2.275,       -4.593,      0.388
246             ,  157 48 18 ,   92 42 01,      4.963,      0.000,      0.000,        1.873,       -4.590,     -0.234
247             ,  155 10 19 ,  103 55 01,      5.238,      0.000,      0.000,        2.135,       -4.614,     -1.260
248             ,  214 37 53 ,   94 35 20,      6.419,      0.000,      0.000,       -3.636,       -5.265,     -0.514
249             ,  213 40 58 ,   88 01 03,      6.335,      0.000,      0.000,       -3.511,       -5.268,      0.219
250             ,  215 07 45 ,   79 46 19,      6.533,      0.000,      0.000,       -3.700,       -5.258,      1.160
251             ,  213 46 32 ,   69 14 21,      6.769,      0.000,      0.000,       -3.519,       -5.261,      2.399
