   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
81              ,   24 32 44 ,   44 27 49,      9.127,      0.000,      0.000,        2.656,        5.815,      6.514
82              ,   24 26 07 ,   53 13 31,      8.006,      0.000,      0.000,        2.653,        5.839,      4.793
83              ,   24 26 02 ,   61 12 08,      7.339,      0.000,      0.000,        2.660,        5.856,      3.536
84              ,   24 26 00 ,   69 50 51,      6.868,      0.000,      0.000,        2.667,        5.870,      2.366
85              ,   24 25 59 ,   78 35 01,      6.590,      0.000,      0.000,        2.672,        5.881,      1.304
86              ,   24 25 58 ,   87 17 45,      6.477,      0.000,      0.000,        2.676,        5.891,      0.306
87              ,   24 26 03 ,  100 33 43,      6.583,      0.000,      0.000,        2.677,        5.892,     -1.207
88              ,   12 23 29 ,  102 10 27,      6.182,      0.000,      0.000,        1.297,        5.902,     -1.304
89              ,   12 23 48 ,   92 36 44,      6.036,      0.000,      0.000,        1.294,        5.889,     -0.275
90              ,   12 23 57 ,   82 09 21,      6.072,      0.000,      0.000,        1.292,        5.875,      0.829
91              ,   12 23 59 ,   73 49 56,      6.250,      0.000,      0.000,        1.289,        5.863,      1.740
92              ,   12 23 58 ,   62 52 13,      6.731,      0.000,      0.000,        1.286,        5.851,      3.069
93              ,   12 23 58 ,   53 52 32,      7.399,      0.000,      0.000,        1.283,        5.837,      4.362
94              ,   12 23 56 ,   45 30 16,      8.363,      0.000,      0.000,        1.281,        5.826,      5.861
95              ,   12 23 23 ,   38 02 50,      9.652,      0.000,      0.000,        1.276,        5.810,      7.601
96              ,    9 53 05 ,   37 17 33,      9.738,      0.000,      0.000,        1.013,        5.813,      7.747
97              ,    9 53 06 ,   45 51 53,      8.241,      0.000,      0.000,        1.015,        5.827,      5.739
98              ,    9 53 04 ,   53 34 39,      7.363,      0.000,      0.000,        1.017,        5.837,      4.372
99              ,    8 46 26 ,   62 26 24,      6.679,      0.000,      0.000,        0.903,        5.851,      3.090
100             ,    8 46 23 ,   72 51 50,      6.206,      0.000,      0.000,        0.904,        5.861,      1.828
101             ,    8 46 24 ,   84 23 15,      5.978,      0.000,      0.000,        0.907,        5.880,      0.585
102             ,    8 46 32 ,  101 05 31,      6.087,      0.000,      0.000,        0.911,        5.903,     -1.171
103             ,  357 36 45 ,  101 05 23,      6.023,      0.000,      0.000,       -0.246,        5.906,     -1.159
104             ,  357 36 46 ,   90 52 04,      5.899,      0.000,      0.000,       -0.246,        5.893,     -0.089
105             ,  357 36 54 ,   78 29 05,      6.005,      0.000,      0.000,       -0.245,        5.879,      1.199
