   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
ADG             ,    0 00 01 ,   89 40 07,          0,      0.000,      0.000,            0,            0,          0
2               ,   79 30 15 ,   90 53 58,      2.588,      0.000,      0.000,        2.544,        0.471,     -0.041
3               ,   24 12 05 ,  142 40 50,      1.717,      0.000,      0.000,        0.427,        0.950,     -1.366
4               ,   22 14 15 ,  142 40 50,      1.718,      0.000,      0.000,        0.394,        0.964,     -1.366
5               ,   25 56 57 ,  142 37 00,      1.719,      0.000,      0.000,        0.457,        0.938,     -1.366
6               ,   24 00 35 ,    5 37 22,      7.989,      0.000,      0.000,        0.319,        0.715,      7.951
7               ,   15 33 27 ,    5 53 21,      7.993,      0.000,      0.000,        0.220,        0.790,      7.951
8               ,   24 52 20 ,    6 05 49,      7.996,      0.000,      0.000,        0.357,        0.770,      7.950
9               ,   21 01 15 ,   98 44 30,      7.176,      0.000,      0.000,        2.544,        6.621,     -1.091
10              ,   21 01 19 ,   91 17 20,      7.095,      0.000,      0.000,        2.544,        6.621,     -0.160
11              ,   21 01 20 ,   85 40 43,      7.116,      0.000,      0.000,        2.545,        6.623,      0.536
12              ,   21 01 23 ,   79 17 12,      7.225,      0.000,      0.000,        2.547,        6.627,      1.343
13              ,   21 01 23 ,   74 44 12,      7.357,      0.000,      0.000,        2.546,        6.625,      1.937
14              ,   21 01 22 ,   68 05 29,      7.644,      0.000,      0.000,        2.544,        6.620,      2.852
15              ,   21 01 23 ,   63 09 09,      7.949,      0.000,      0.000,        2.544,        6.620,      3.590
16              ,   21 01 20 ,   58 33 11,      8.303,      0.000,      0.000,        2.541,        6.612,      4.332
17              ,   21 01 23 ,   54 20 39,      8.696,      0.000,      0.000,        2.535,        6.596,      5.069
18              ,   21 01 19 ,   50 17 27,      9.181,      0.000,      0.000,        2.534,        6.593,      5.866
19              ,   21 01 27 ,   47 13 27,      9.612,      0.000,      0.000,        2.531,        6.586,      6.528
20              ,   21 00 59 ,   44 19 21,     10.092,      0.000,      0.000,        2.529,        6.583,      7.220
21              ,   10 23 47 ,   43 06 21,      9.804,      0.000,      0.000,        1.209,        6.589,      7.158
22              ,   10 23 46 ,   46 01 47,      9.328,      0.000,      0.000,        1.211,        6.603,      6.476
23              ,   10 23 48 ,   48 56 45,      8.905,      0.000,      0.000,        1.212,        6.605,      5.849
24              ,   10 23 49 ,   53 08 59,      8.401,      0.000,      0.000,        1.213,        6.612,      5.038
25              ,   10 23 53 ,   58 09 44,      7.936,      0.000,      0.000,        1.217,        6.631,      4.186
26              ,   10 23 59 ,   62 35 44,      7.602,      0.000,      0.000,        1.218,        6.638,      3.499
27              ,   10 23 56 ,   67 27 19,      7.305,      0.000,      0.000,        1.218,        6.636,      2.801
28              ,   10 23 53 ,   73 18 23,      7.049,      0.000,      0.000,        1.219,        6.641,      2.025
29              ,   10 23 53 ,   78 34 57,      6.892,      0.000,      0.000,        1.219,        6.645,      1.364
30              ,   10 23 53 ,   85 43 49,      6.771,      0.000,      0.000,        1.219,        6.642,      0.504
31              ,   10 23 52 ,   90 38 22,      6.751,      0.000,      0.000,        1.218,        6.640,     -0.075
32              ,   10 23 55 ,   98 06 03,      6.809,      0.000,      0.000,        1.217,        6.631,     -0.960
33              ,    2 35 20 ,   90 50 05,      6.656,      0.000,      0.000,        0.301,        6.649,     -0.097
34              ,  359 02 25 ,   86 34 57,      6.670,      0.000,      0.000,       -0.111,        6.657,      0.398
35              ,  359 02 21 ,   78 50 07,      6.784,      0.000,      0.000,       -0.112,        6.655,      1.314
36              ,  359 02 24 ,   72 58 50,      6.958,      0.000,      0.000,       -0.111,        6.652,      2.037
37              ,  359 02 23 ,   66 41 35,      7.239,      0.000,      0.000,       -0.111,        6.648,      2.864
38              ,  359 02 23 ,   61 45 35,      7.544,      0.000,      0.000,       -0.111,        6.645,      3.569
39              ,  359 02 22 ,   56 30 09,      7.959,      0.000,      0.000,       -0.111,        6.636,      4.393
40              ,  359 02 23 ,   52 37 36,      8.335,      0.000,      0.000,       -0.111,        6.623,      5.059
41              ,  359 02 20 ,   48 54 35,      8.778,      0.000,      0.000,       -0.111,        6.615,      5.769
42              ,  359 02 22 ,   45 51 39,      9.206,      0.000,      0.000,       -0.111,        6.606,      6.411
43              ,  359 01 50 ,   42 52 02,      9.697,      0.000,      0.000,       -0.112,        6.596,      7.107
44              ,  349 57 45 ,   42 59 33,      9.845,      0.000,      0.000,       -1.170,        6.610,      7.201
45              ,  347 06 10 ,   46 31 21,      9.353,      0.000,      0.000,       -1.515,        6.616,      6.435
46              ,  347 06 17 ,   49 01 33,      9.009,      0.000,      0.000,       -1.518,        6.631,      5.908
47              ,  347 06 25 ,   53 50 56,      8.424,      0.000,      0.000,       -1.518,        6.630,      4.969
48              ,  347 06 34 ,   56 58 44,      8.118,      0.000,      0.000,       -1.518,        6.635,      4.424
49              ,  349 57 24 ,   62 46 24,      7.605,      0.000,      0.000,       -1.179,        6.659,      3.479
50              ,  350 44 45 ,   66 39 20,      7.348,      0.000,      0.000,       -1.085,        6.659,      2.912
51              ,  353 02 14 ,   73 57 46,      6.977,      0.000,      0.000,       -0.813,        6.656,      1.927
52              ,  354 48 45 ,   83 32 29,      6.728,      0.000,      0.000,       -0.604,        6.658,      0.757
53              ,  359 40 09 ,   81 30 46,      6.726,      0.000,      0.000,       -0.038,        6.652,      0.993
54              ,  354 48 31 ,   69 22 09,      7.132,      0.000,      0.000,       -0.604,        6.647,      2.513
55              ,  351 55 52 ,   60 17 38,      7.742,      0.000,      0.000,       -0.944,        6.658,      3.837
56              ,  350 35 35 ,   50 54 58,      8.654,      0.000,      0.000,       -1.098,        6.627,      5.456
57              ,  350 35 42 ,   44 47 40,      9.505,      0.000,      0.000,       -1.094,        6.607,      6.745
