   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
169             ,  239 58 28 ,  102 27 49,      3.742,      0.000,      0.000,       -3.164,       -1.828,     -0.808
170             ,  239 13 06 ,   92 22 10,      3.579,      0.000,      0.000,       -3.072,       -1.830,     -0.148
171             ,  229 54 00 ,   92 21 43,      2.867,      0.000,      0.000,       -2.191,       -1.845,     -0.118
172             ,  229 54 14 ,   79 59 53,      2.909,      0.000,      0.000,       -2.192,       -1.845,      0.505
173             ,  238 50 54 ,   79 59 59,      3.605,      0.000,      0.000,       -3.038,       -1.836,      0.626
174             ,  232 58 15 ,  119 38 06,      3.093,      0.000,      0.000,       -2.146,       -1.619,     -1.529
175             ,  245 55 04 ,  124 49 37,      2.671,      0.000,      0.000,       -2.002,       -0.895,     -1.526
176             ,  266 03 54 ,  128 17 08,      2.454,      0.000,      0.000,       -1.921,       -0.132,     -1.520
177             ,  292 52 00 ,  128 15 35,      2.445,      0.000,      0.000,       -1.769,        0.746,     -1.514
178             ,  296 13 19 ,  121 59 43,      2.854,      0.000,      0.000,       -2.171,        1.069,     -1.512
179             ,  335 05 37 ,  129 51 32,      2.352,      0.000,      0.000,       -0.760,        1.638,     -1.507
180             ,  325 52 59 ,  140 41 30,      1.952,      0.000,      0.000,       -0.694,        1.024,     -1.510
181             ,  294 56 57 ,  146 11 37,      1.818,      0.000,      0.000,       -0.917,        0.427,     -1.511
182             ,  265 02 05 ,  143 27 25,      1.888,      0.000,      0.000,       -1.120,       -0.097,     -1.517
183             ,  232 04 05 ,  142 05 59,      1.927,      0.000,      0.000,       -0.934,       -0.728,     -1.521
184             ,  210 51 19 ,  132 50 09,      2.239,      0.000,      0.000,       -0.842,       -1.409,     -1.522
185             ,  185 48 00 ,  132 50 14,      2.242,      0.000,      0.000,       -0.166,       -1.635,     -1.524
186             ,  185 47 52 ,  152 32 07,      1.715,      0.000,      0.000,       -0.080,       -0.787,     -1.522
187             ,  137 31 09 ,  150 20 17,      1.758,      0.000,      0.000,        0.588,       -0.642,     -1.528
188             ,  164 14 15 ,  131 08 31,      2.325,      0.000,      0.000,        0.476,       -1.685,     -1.529
189             ,  140 15 43 ,  123 59 10,      2.724,      0.000,      0.000,        1.444,       -1.737,     -1.523
