Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
ADG             ,  359 59 59 ,   89 42 13,          0,      0.000,      0.000,            0,            0,          0
2               ,  282 01 58 ,   90 31 35,      2.177,      0.000,      0.000,       -2.129,        0.454,     -0.020
3               ,   18 03 04 ,  141 55 48,      1.826,      0.000,      0.000,        0.349,        1.070,     -1.437
4               ,   16 55 24 ,  141 28 30,      1.838,      0.000,      0.000,        0.333,        1.095,     -1.438
5               ,   20 43 11 ,  141 28 24,      1.836,      0.000,      0.000,        0.405,        1.070,     -1.436
6               ,   18 44 13 ,    8 08 57,      7.950,      0.000,      0.000,        0.362,        1.067,      7.870
7               ,    9 57 37 ,    8 08 50,      7.951,      0.000,      0.000,        0.195,        1.110,      7.871
8               ,   13 53 37 ,    7 34 02,      7.940,      0.000,      0.000,        0.251,        1.015,      7.871
9               ,   33 12 59 ,   99 33 34,      7.214,      0.000,      0.000,        3.897,        5.951,     -1.198
10              ,   33 13 04 ,   89 23 08,      7.119,      0.000,      0.000,        3.900,        5.955,      0.076
11              ,   33 13 04 ,   80 45 21,      7.213,      0.000,      0.000,        3.900,        5.956,      1.159
12              ,   33 13 03 ,   69 29 49,      7.608,      0.000,      0.000,        3.904,        5.962,      2.665
13              ,   33 13 05 ,   61 34 43,      8.108,      0.000,      0.000,        3.907,        5.966,      3.859
14              ,   33 13 06 ,   54 05 14,      8.809,      0.000,      0.000,        3.908,        5.968,      5.167
15              ,   33 13 06 ,   47 50 00,      9.631,      0.000,      0.000,        3.911,        5.972,      6.465
16              ,   33 12 53 ,   43 14 56,     10.430,      0.000,      0.000,        3.915,        5.979,      7.597
17              ,   30 38 11 ,   42 02 54,     10.387,      0.000,      0.000,        3.545,        5.985,      7.713
18              ,   30 38 10 ,   49 03 41,      9.190,      0.000,      0.000,        3.538,        5.974,      6.022
19              ,   30 38 11 ,   57 18 05,      8.238,      0.000,      0.000,        3.533,        5.964,      4.450
20              ,   30 38 11 ,   69 47 39,      7.382,      0.000,      0.000,        3.530,        5.960,      2.550
21              ,   30 38 12 ,   81 28 00,      6.992,      0.000,      0.000,        3.524,        5.949,      1.037
22              ,   30 38 13 ,   92 18 13,      6.916,      0.000,      0.000,        3.521,        5.945,     -0.278
23              ,   30 38 05 ,   99 40 38,      7.005,      0.000,      0.000,        3.519,        5.941,     -1.177
24              ,   21 11 18 ,   99 40 30,      6.481,      0.000,      0.000,        2.309,        5.957,     -1.089
25              ,   21 11 28 ,   86 45 35,      6.406,      0.000,      0.000,        2.312,        5.963,      0.362
26              ,   21 11 29 ,   77 33 37,      6.556,      0.000,      0.000,        2.314,        5.969,      1.412
27              ,   21 11 28 ,   66 52 25,      6.973,      0.000,      0.000,        2.318,        5.979,      2.739
28              ,   21 11 32 ,   56 40 24,      7.678,      0.000,      0.000,        2.319,        5.982,      4.218
29              ,   21 11 31 ,   48 45 21,      8.539,      0.000,      0.000,        2.321,        5.987,      5.630
30              ,   21 11 26 ,   40 32 16,      9.890,      0.000,      0.000,        2.324,        5.994,      7.517
31              ,   19 45 21 ,   41 38 48,      9.590,      0.000,      0.000,        2.154,        5.998,      7.166
32              ,   19 45 17 ,   48 06 33,      8.550,      0.000,      0.000,        2.151,        5.990,      5.709
33              ,   19 45 17 ,   56 52 50,      7.592,      0.000,      0.000,        2.149,        5.984,      4.148
